Temp,DO,PH,CONDUCTIVITY,BOD,NITRATE_N_NITRITE_N,FECAL_COLIFORM,TOTAL_COLIFORM,year,WQI,quality
30.6,6.7,7.5,203,1.8965,0.1,11,27,2014,63.7783209,2
29.8,5.7,7.2,189,2,0.2,4953,8391,2014,175.3635058,0
29.5,6.3,6.9,179,1.7,0.1,3243,5330,2014,126.1358307,0
29.7,5.8,6.9,64,3.8,0.5,5382,8443,2014,195.1056588,0
29.5,5.8,7.3,83,1.9,0.4,3428,5500,2014,141.3932455,0
30,5.5,7.4,81,1.5,0.1,2853,4049,2014,127.9717464,0
29.2,6.1,6.7,308,1.4,0.3,3355,5672,2014,123.5710913,0
29.6,6.4,6.7,414,1,0.2,6073,9423,2014,179.4924371,0
30,6.4,7.6,305,2.2,0.1,3478,4990,2014,147.3791638,0
30.1,6.3,7.6,77,2.3,0.1,2606,4301,2014,129.2725107,0
27.8,7.1,7.1,176,1.2,0.1,4573,7817,2014,151.2726151,0
27.9,6.7,6.4,93,1.4,0.1,2147,3433,2014,88.2180229,1
29.3,7.4,6.8,121,1.7,0.4,11633,18125,2014,307.3618142,0
29.2,6.9,7,620,1.1,0.1,3500,6300,2014,125.664229,0
30,6,7.5,72,1.6,0.2,4995,9517,2014,176.7376249,0
29,7.3,7,247,1.5,0.2,1095,2453,2014,73.21271449,2
29.1,7.3,7,188,1,0.1,1286,3048,2014,73.11480116,2
28.7,7,6.9,224,1.2,0.3,3896,6742,2014,133.1159287,0
28.7,7.3,6.7,144,1.5,0.1,1940,3052,2014,86.77740116,1
29.5,5.3,6.8,319,1.8,0.3,6458,10250,2014,202.282467,0
29,6.3,6.4,79,1.6,1.4,7592,12842,2014,214.4563041,0
29.4,5.4,7.6,39,1.4,0.1,3176,6367,2014,138.6786533,0
28.3,2.2,6.5,322,4.7,1.2,11210,14920,2014,343.8046226,0
30.1,5.2,7.1,192,2.6,0.3,5073,8925,2014,184.1252139,0
30.3,5.6,7.5,282,1.8,0.1,3205,5082,2014,139.9329394,0
30.5,5.5,7.4,275,1.5,0.1,4698,8625,2014,169.7956464,0
29.1,7.3,6.7,55,1.4,0.1,2638,4003,2014,101.5076412,0
30.1,6.5,7.5,415,2,0.1,864,1538,2014,84.88703681,1
29.2,7.2,6.3,100,1.5,0.1,7942,13575,2014,215.2640681,0
25.1,6.6,7.8,95,4.9,0.2,16,36,2014,96.15404319,1
29.6,6.9,7.9,99,5,0.4,15,34,2014,97.33218899,1
27.4,6.8,7.7,85,5.2,0.3,11,23,2014,96.00684261,1
27.8,6.7,7.8,80,4.9,0.3,12,29,2014,95.59064957,1
30.6,5.1,7.3,3937,10.3,1.8,31,83,2014,143.8531609,0
25,5.6,7.9,468,3.6,1.9,66,164,2014,92.59439942,1
25,6.4,7.6,541,5.7,0.6,23,45,2014,101.0243504,0
25,5.5,7.4,6166,7.7,1.1,44,67,2014,121.3472397,0
25.1,6.7,7.6,83,4.8,0.2,28,76,2014,91.58711623,1
26.1,3.6,7.4,4424,31.3,2.2,276,474,2014,344.3488586,0
21.4,7.2,7.7,226,3.1,0.8,233,130,2014,80.50872145,1
27.4,5.9,7.4,268,6.4,0.4,37,68,2014,106.3867186,0
27.1,5.4,7.5,2413,7.4,1.5,59,116,2014,120.46908,0
27.2,5.8,7.3,384,5.4,0.6,37,78,2014,96.32939217,1
27.3,5.9,7.4,269,5.1,1.2,34,60,2014,94.89874522,1
27,6,7.3,269,8.5,0.4,32,58,2014,122.6463516,0
27.2,6.1,7.3,196,6.1,0.5,30,63,2014,100.872238,0
27,5.9,7.4,269,6.4,0.4,19,47,2014,105.9845186,0
22.6,6.3,7.8,223,4.6,0.9,15,32,2014,95.02341739,1
28.4,6.7,7.3,9293,3.5,1.8,233,0,2014,81.58642957,1
28,6.8,7.2,170,3.1,1.4,233,0,2014,73.77774928,2
27.6,6.8,7.3,4175,3.3,1.6,233,0,2014,78.18711594,1
27.9,6.9,7.3,4282,3.3,1.6,233,0,2014,77.72956899,1
28.1,6.9,7.3,5551,3.4,1.7,233,0,2014,78.90488232,1
27.1,6.8,7.9,5390,4.9,0.8,15,28,2014,98.13450928,1
27.6,6.6,8.1,161,4.6,0.3,16,32,2014,98.73101652,1
27.3,6.7,8,138,5,0.3,14,33,2014,100.0056896,0
27.8,6.7,7.8,81,4.9,0.3,14,35,2014,95.63638957,1
28,5.9,7.7,194,5.5,0.6,22,51,2014,103.2982652,0
28.1,6.3,7.6,186,4.6,0.6,13,31,2014,91.46605739,1
28.6,6.6,7.6,207,4.7,0.7,12,31,2014,90.90144986,1
26.9,6.8,7.7,85,5,0.4,15,34,2014,94.33819594,1
23,7.1,7.4,176,2.7,0.9,233,30,2014,72.21894174,2
23,7,7.4,178,2.7,0.9,233,40,2014,72.7026687,2
23,7.2,7.2,180,2.7,1,233,70,2014,68.28646812,2
25.1,6.7,7.5,85,1.4,1,183,420,2014,63.3434029,2
24.6,5.8,7.4,77,1.4,0.8,285,691,2014,68.22737884,2
25.7,6.6,7.5,75,1.4,0.7,183,448,2014,63.79564986,2
24.8,6.7,7.5,82,1.4,1,161,443,2014,62.8616029,2
27.3,6.7,6.9,56,0.9,0.2,82,172,2014,46.12089623,3
27.5,6.5,6.7,2240,1.2,0.2,136,304,2014,47.96959014,3
25.2,6.3,6.9,73,1.6,0,787,2008,2014,70.20793739,2
29.9,7,7.4,130,0.7,0.1,301,590,2014,56.52444203,2
29.8,6.6,7.7,191,1.6,0.2,362,661,2014,73.01166319,2
27.8,6.9,6.9,134,1.1,0.4,249,531,2014,50.73782899,0
26.7,7,7.5,80,0.8,0.4,2573,3583,2014,110.037102,0
25.8,6.7,7.4,14526,0.8,0.6,1411,1969,2014,86.90906957,1
26.4,7.2,7.4,82,0.7,0.5,840,1311,2014,67.66596145,2
29.8,7.5,7.2,67,1.1,0.1,76,590,2014,49.20144725,3
28.6,3,6.6,965,1.7,1.2,247,530,2014,69.82928696,2
26.9,5.9,7.4,17990,0.7,0.5,1888,2803,2014,101.3488919,0
26,6.7,7.5,90,1.6,0.9,199,473,2014,65.46922957,2
23.6,6.1,7.4,4429,2,1.6,243,550,2014,72.18100464,2
30.3,6.7,6.9,87,1.7,0.2,155,350,2014,54.86177623,2
30.7,6.9,6.8,85,1.6,0.2,82,206,2014,49.63298232,3
28.7,2.1,6.8,101,1.6,0.8,431,694,2014,80.61453623,1
28.2,2.5,6.9,83,1.9,0.3,353,656,2014,81.29100174,1
24.8,7.2,7.6,75,1.4,1,188,426,2014,62.78358812,2
29.2,6.1,7.6,281,1.2,0.7,384,718,2014,70.71350464,2
26.6,6.7,7.6,106,0.5,2.5,44,71,2014,54.1325429,2
30.4,7.6,7.1,58,1.2,0.1,163,961,2014,49.87190029,3
25.5,1.9,7.7,2941,26.9,2.8,10875,37375,2014,560.8819968,0
25.1,7.4,7,35,0.1,0,165,409,2014,39.26764087,3
28.9,6.4,7.2,63,1.3,0.4,121,535,2014,57.27812377,2
28.8,5.4,6.7,65,1.1,0.3,60,144,2014,50.19398,0
29.3,5.6,7.3,90,1.6,0.4,268,705,2014,68.81045942,2
29.5,7.1,8,728,1.2,0.4,374,697,2014,72.68655507,2
28.4,5.9,6.8,13953,1.5,0.4,70,166,2014,56.35747855,2
26.9,7.4,6.9,57,1.1,0.3,70,159,2014,44.26678087,3
25.8,7.2,7.2,41,0.7,0.2,441,658,2014,55.19058145,2
26.6,6.5,7.4,71,0.6,0.3,4192,7018,2014,145.4588235,0
25.3,6.8,7.1,81,0.8,0,389,1268,2014,55.23606261,2
28.2,6.8,6.9,68,1.7,0.1,449,660,2014,60.93117594,2
28.5,6.6,7,70,1.4,0.1,550,822,2014,63.24192986,2
27.6,6.4,7.7,100,0.6,0.9,56,88,2014,58.28969043,2
29,7.3,6.9,96,1.9,0.2,89,825,2014,52.39353449,2
27.5,6.8,6.6,49,0.5,0.4,1719,2950,2014,73.70019594,2
27.8,6.9,6.8,59,0.6,0.5,1916,3375,2014,82.03664232,1
30.2,7.1,6.8,14410,1.8,0.1,65,468,2014,53.26371507,2
25.3,6.7,7.1,66,0.6,0,222,626,2014,50.11150957,0
25.3,7.2,7,59,0.6,0,165,433,2014,44.66637478,3
25.8,6,7.6,120,1.3,1.1,212,523,2014,68.24400493,2
27.2,5.2,6.8,55,0.6,0.7,171,313,2014,50.99796725,0
28.1,4.8,6.8,86,0.7,0.8,208,332,2014,54.64714841,2
28.3,3.9,6.9,62,0.5,0.7,155,284,2014,57.74445768,2
28.1,5,6.9,3185,1.8,0.4,290,667,2014,67.68212116,2
27.7,7,7,36,1.1,0.2,276,541,2014,52.54821536,2
28,6.3,6.9,64,1.2,0.3,381,815,2014,57.46289739,2
28.2,6.2,6.9,86,1.3,0.2,372,1007,2014,58.66643101,2
28,5.7,6.8,2640,1.9,0.5,385,759,2014,65.4744858,2
28.1,5.7,6.9,53,3.1,0.4,574,1205,2014,81.52783246,1
28.1,6.6,7.1,2007,1.3,0.2,356,785,2014,60.23426319,2
28.1,6.6,7,46,1.3,0.3,228,472,2014,55.18011652,2
27.3,6.5,6.5,43,0.9,0.4,87,188,2014,40.27209681,3
28.3,6.7,6.3,54,0.9,0.1,136,610,2014,36.9832829,3
29.1,4.3,7.2,113,1.8,0.4,188,796,2014,73.35606986,2
28.7,4.6,6.7,12561,1.5,0.6,72,171,2014,60.63653565,2
28.5,7.7,6.9,61,1.6,0,88,554,2014,47.7023,3
26.6,5.8,6.5,61,1,0.4,70,151,2014,44.14502551,3
31,4.5,6.9,1614,2.1,0.6,131,230,2014,68.80936261,2
28.8,6.6,7,14487,0.9,0.3,55,103,2014,50.91185652,0
25.3,6.9,7.5,54,0.6,0,319,1633,2014,58.45593565,2
25.9,5.5,7.6,569,1.3,0.9,18,141,2014,66.35491304,2
26.5,5.4,7.8,310,0.8,2.4,7,107,2014,65.73844,2
18.9,7.1,7.8,516,0.7,0.5,2,1238,2014,56.65066841,2
20.5,6.9,8,505,0.9,0.7,2,1563,2014,62.94618899,2
27.1,7.3,7.3,109,2.4,3.4,18,65,2014,62.37996116,2
26.3,7.5,7.5,83,2.1,2,22,74,2014,62.16578058,2
29.1,6.4,7.2,102,1,0,137,1223,2014,55.09233043,2
28.4,6.5,7.1,92,1,0,155,1342,2014,53.29702348,2
24.7,7.7,7.9,232,1.3,0.8,30790,40500,2014,749.8341067,0
24.4,7.5,7.8,519,2.1,0.7,38700,53556,2014,933.8774072,0
22.7,7.3,7.2,103,0.7,1.7,4871,13810,2014,155.6835745,0
24.8,7.4,7.9,196,0.7,0.6,5323,15213,2014,177.5525409,0
24,7.4,7.8,244,1.9,1,20880,12473,2014,529.7001342,0
22.8,7.5,8,243,1.7,0.9,8780,30319,2014,267.4256139,0
26.8,7.2,8,296,1.5,0.7,1468,4314,2014,99.77196812,1
25.3,7.5,7.9,194,1,1,2906,8559,2014,124.8907672,0
27.1,7.4,7.9,170,0.8,0.9,4948,16709,2014,170.5064409,0
29,6.7,7.3,386,1.8965,0.2,233,465,2014,65.36007423,2
32,6,7.1,13000,1.8965,0.4,233,465,2014,68.05262959,2
29.3,6.5,7.4,1063,2,0.6,177,374,2014,67.90948348,2
22.8,6.8,6.6,63,2.9,0.1,11,36,2014,56.52739594,2
24.5,6.6,6.4,101,2.5,0.2,13,41,2014,50.54136319,0
25.5,6.6,6.5,136,2.5,0.2,13,45,2014,52.28594319,2
29,6.7,6.9,226,2.2,0.2,12,38,2014,56.08941623,2
23.8,6.7,6.3,72,2.7,0.2,9,32,2014,49.99791623,3
22.8,6.7,6.4,61,4.6,0.1,10,34,2014,68.5619029,2
29,6.6,7.2,1300,2.7,0.2,21,60,2014,66.64452319,2
29,6.7,7,461,2.5,0.1,17,51,2014,60.6351429,2
23,6.6,6.2,69,2.5,0.1,11,38,2014,47.00652986,3
29,6.8,6.9,241,2.5,0.1,14,48,2014,58.30269594,2
25.7,6.5,6.6,159,2.4,0.2,11,41,2014,53.57781014,2
25.7,6.6,6.7,170,2.5,0.2,10,34,2014,55.69670319,2
27,6.7,7.3,198,1.8965,0.52,233,465,2014,65.3537009,2
22.7,5.8,7.2,640,6,4.3,1450,4073,2014,132.4716455,0
19,4.8,7.6,1090,22,3.6,30500,52500,2014,938.5399217,0
23,5.5,7.3,705,10,5,2020,5433,2014,184.0459397,0
24,5.1,7.4,1375,23.7,5.9,27333,50333,2014,878.5197875,0
24.7,5.5,7.4,745,10,6.1,12167,29333,2014,415.4177064,0
25,5,7.6,975,16.3,6.1,11167,21667,2014,453.3268212,0
22,4.9,7.7,1385,27.5,7.7,42500,72000,2014,1258.484001,0
24.3,5,7.3,1067,19.3,6.2,21467,39533,2014,706.2665145,0
23.3,5.3,7.2,970,13.3,5.9,3167,7133,2014,238.3631136,0
19.5,4.9,7.7,1418,21,4.2,28000,49500,2014,875.1705948,0
21.5,4.1,7.5,1015,23,6.1,35000,57500,2014,1049.830364,0
20,4.8,7.4,854,17,4.7,20500,38000,2014,666.6862684,0
27,6.7,8.2,198,19.8,0,233,465,2014,239.4026296,0
27,6.7,7.9,198,18.2,0,233,465,2014,220.0314296,0
32.6,4,6.8,370,3,0.8,4,9,2014,74.33846406,2
23.6,7.8,7.8,376,1.3,0.4,9,17,2014,58.43860638,2
23.9,7.7,7.7,354,1.3,0.3,12,22,2014,57.23532,2
24.5,7.6,7.9,344,1.6,0.4,12,22,2014,63.85274029,2
27,6.7,7.2,198,88,0,233,465,2014,825.7490296,0
18.1,4.4,7.1,694,41,1.2,92,224,2014,416.1052296,0
25.1,5.9,8,401,0.9,0.7,4,15,2014,67.43781855,2
22.3,6,7.2,106,0.8,0.4,4,15,2014,52.08583159,2
23.7,5.6,7.9,326,1.1,0.8,4,4,2014,68.90749275,2
23.9,6.2,8.1,592,1,0.7,4,6,2014,68.65579768,2
25.5,7.2,7.5,119,2.3,3.8,33,74,2014,65.82726145,2
25.1,7.2,7.5,120,2.3,4.1,31,67,2014,65.81454145,2
25.2,7.5,7.3,82,1.8,2.8,30,70,2014,56.30134725,2
23.2,7.5,7.5,111,2.4,3,293,506,2014,71.02101391,2
20.1,5.3,3.3,831,7.7,3.2,18,36,2014,49.60789362,3
18.3,7.2,7.2,56,1.7,2.6,21,42,2014,54.89076145,2
19.3,7.5,7.2,66,1.6,2.5,22,44,2014,52.57610725,2
24,7.8,7,74,2.3,4.3,28,108,2014,54.20248638,2
21.2,7.3,6.6,274,2.5,2.4,176,386,2014,54.60254783,2
26.3,7.4,7.3,67,1.8,2.5,25,55,2014,56.6325342,2
25.5,7.2,7.4,82,2,2.8,26,61,2014,61.16062812,2
20,7.3,7.1,55,1.9,2.5,24,53,2014,54.50164116,2
20.3,7.3,7.1,57,2,2.4,24,50,2014,55.37568783,2
19.4,6.6,7.1,114,2.6,2.8,2142,3108,2014,111.5913299,0
21,7.3,5.6,56,1.8,2.1,16,34,2014,27.35194783,3
19.2,5.1,7,105,3.6,4.7,351,780,2014,86.03612754,1
18.3,7.3,7.1,51,1.6,2.4,19,40,2014,51.72086783,2
19.6,7.7,7.2,50,1.6,2,19,36,2014,51.48768667,2
23.7,7.6,7.3,115,2.1,3.7,301,528,2014,64.67138029,2
18.2,6.2,7,81,2.4,5.1,36,79,2014,63.04450435,2
18.8,7.2,7.1,66,1.9,3.4,28,63,2014,55.17414812,2
18.9,7.4,7.1,57,1.5,2.9,13,40,2014,50.27796754,0
25.1,7.5,7.4,144,1.7,3.5,26,59,2014,57.15150058,2
18.8,7.1,7.1,63,1.9,5.6,22,48,2014,55.75920841,2
20.2,7.3,7.2,65,1.9,3.3,24,48,2014,56.32620783,2
20,7.3,7.3,65,2,3,25,54,2014,58.93802783,2
18.8,3.9,7.1,233,17,10.5,13174,22223,2014,500.9300243,0
18.2,7.2,7,66,1.9,3.7,28,60,2014,53.47028812,2
22.1,7.7,7.2,62,1.6,3,27,59,2014,51.78152,2
17.6,7.3,6.9,61,2.2,2,25,52,2014,53.65377449,2
18.7,3.2,7.1,258,23.5,10.3,31833,54083,2014,981.1923664,0
23.1,7.2,7.2,124,6.9,4.5,348,552,2014,108.4827548,0
22.6,7.2,7.1,65,2.1,2.4,56,120,2014,57.46633478,2
20,7.5,7.3,64,1.9,3.3,21,42,2014,57.03219391,2
19.9,7.6,7.3,65,1.9,3.8,21,43,2014,56.60621362,2
24.5,7.1,7.3,269,1.4,0.1,233,115,2014,58.92703507,2
24.4,7.2,7.3,275,1.5,0.1,4,68,2014,54.26122812,2
23.6,6.9,7.1,186,1.6,0.1,233,29,2014,58.15042899,2
23.5,6.8,7.1,201,1.4,0.2,233,86,2014,56.88788928,2
27.3,6.2,7.8,165,2.1,0,282,340,2014,79.23180435,1
29.1,6.4,7.8,158,4.1,0.5,458,500,2014,99.9515571,1
26.6,6.6,7.9,210,4.2,1.9,510,572,2014,102.9401299,0
27.1,7.3,7.9,693,0.5,1,161,173,2013,59.02730116,2
27.3,5,7.6,1676,1.8,8,329,174,2013,81.08651449,1
24.5,6,7.7,1863,8.6,1,47,1183,2013,131.4708316,0
27.5,5.3,7.8,817,2.8,1,9,23,2013,83.90772029,1
28.4,4.5,8.3,1287,1.5,11,116,5,2013,88.48628928,1
27,6.7,7.3,198,1.8965,0,233,2,2013,65.19498757,2
27.6,6.8,8.2,1862,2.5,0.87,7,64,2013,81.16032261,1
27,5,8,198,0.7,0,233,465,2013,75.03590783,0
27,3,7.7,198,0.4,0,233,465,2013,76.79404696,1
27,6.7,8.1,2520,7.2,1,6,41,2013,121.6416229,0
29,8.2,8.4,606,2.9,0,233,465,2013,86.14928522,1
30,5.6,7.5,41,2,0.08,7022,13410,2013,227.8359928,0
30.4,5.5,6.7,209,0.8,0.17,1893,2915,2013,88.19367971,1
30.8,5.5,7.1,123,1.5,0.09,3293,6264,2013,132.983193,0
30.3,5.3,7.3,182,1.5,0.08,1976,3080,2013,107.6230736,0
30.1,6,7.6,100,1.2,0.17,5129,6086,2013,177.1422849,0
29.9,5.7,6.9,111,1,0.14,939,3061,2013,71.3977858,2
29.1,6.4,7.1,140,1.1,0.1,4464,7908,2013,151.3582238,0
29.9,6.2,7.8,44,2,0.06,9429,9320,2013,282.4508443,0
29.8,6.1,7.6,43,1.8,0.06,6668,9554,2013,216.7226913,0
27.9,7,6.9,64,1.1,0.09,1641,2841,2013,81.4788487,1
28.2,6.6,6.5,62,1,0.14,4073,7190,2013,130.2830032,0
29.6,7,6.8,304,2,0.49,12140,23867,2013,324.459802,0
28.8,7,7,55,1.2,0.66,1298,2813,2013,76.5739287,1
29.5,6.3,7.6,213,1.5,0.06,3803,7069,2013,149.2791174,0
29.8,6.7,6.8,83,1.2,0.17,2140,3559,2013,93.27009623,1
29.7,7.1,6.6,76,1,0.12,2367,3527,2013,91.10600174,1
28.7,6.7,6.6,107,1.3,0.22,2461,3757,2013,97.8317029,1
27.9,7.2,6.7,89,0.9,0.06,832,1996,2013,57.21169478,2
29.3,4.2,6.7,192,2,0.16,4448,9286,2013,162.9324968,0
28.6,6.3,6.6,79,1.6,0.19,2830,6054,2013,111.0624507,0
29.8,5.6,7.7,142,1.7,0.14,1831,3644,2013,111.8115528,0
28.6,2.8,6.4,424,3.2,0.35,12658,21036,2013,359.1799275,0
30.6,5.2,7.1,306,2.6,0.34,1411,1525,2013,101.5964672,0
30.3,5.6,7.7,40,1.5,0.07,4153,7130,2013,162.0941794,0
30.4,5.5,7.7,40,1.5,0.08,7086,12282,2013,228.5290997,0
29.6,6.9,6.7,63,0.9,0.21,691,1132,2013,55.35945565,2
29.6,6.3,7.6,227,1.7,0.08,3622,3612,2013,146.2941441,0
29.5,7.1,6.6,68,1.1,0.13,4124,8167,2013,131.8410351,0
26.7,6.9,7.7,121,3.3,1,77,163,2013,80.28080899,1
29.3,7.2,8.2,112,3.3,1,39,94,2013,86.66058812,1
28,6.9,7.7,103,3.7,0.57,48,103,2013,83.11653565,1
28.2,6.9,7.6,104,3.5,0.75,37,79,2013,79.38165565,1
26.5,6.4,7.4,1003,4.3,2.89,524,753,2013,96.73942377,1
20.7,6.3,8.3,408,2.7,1.58,64,157,2013,88.11006406,1
27.2,6.7,7.8,105,3.6,1,43,89,2013,84.8633829,1
27.5,6.3,7.6,209,4.4,1.86,48,98,2013,90.62671739,1
26,5.9,7.6,13768,5,1.79,166,300,2013,103.4898319,0
26.5,7.3,7.7,86,3.2,1,50,93,2013,76.85146116,1
27,3.6,7.4,6487,30.5,1.5,534,745,2013,343.4060052,0
27.3,6.3,8.3,999,3.3,1.78,4,112,2013,92.23725072,1
28.7,7.2,7.7,125,3.3,1,39,89,2013,77.98234812,1
28.4,7.1,7.5,127,3.4,4.4,17,63,2013,75.75688841,0
28.7,7.1,7.4,5300,38,1,388,667,2013,389.3983951,0
28.7,7.2,7.6,127,3.2,1,22,51,2013,74.97752812,2
28.7,7,7.6,126,3.3,1,20,63,2013,76.78312203,1
28.7,7.2,7.6,126,3.4,1.89,29,64,2013,77.00257478,1
28.7,7.1,7.8,112,3.2,0.63,43,88,2013,79.35910174,1
29.3,6.8,7.7,9590,3.6,4.57,3,124,2013,84.24701594,1
28.3,6.8,7.4,174,3.7,2.26,4,124,2013,77.62223594,1
28.7,6.8,7.6,2572,3.3,4.22,4,118,2013,78.29396928,1
29.2,6.7,7.8,6030,4.4,4.78,4,138,2013,92.8106429,1
28.7,6.8,7.7,7207,3.9,4.25,3,120,2013,86.34248928,1
27.2,6.8,8.1,167,3.8,1,32,85,2013,91.13035594,1
27.2,6.8,8,173,3.5,1,53,98,2013,87.20703594,1
27.2,7,8,168,3.6,1,44,83,2013,86.92676203,1
28,6.9,7.9,131,3.5,0.75,41,96,2013,84.68773565,1
26.2,7,7.6,125,3.5,0.6,33,63,2013,78.7968687,1
26.2,7.2,7.5,132,3.3,0.9,38,88,2013,74.47863478,2
28.2,7.2,7.7,119,3.3,1,35,68,2013,77.88800812,1
24.5,6.9,7.5,159,2.8,1,3,82,2013,70.73794899,2
24.5,6.7,7.7,141,3.3,3,4,90,2013,79.83668957,1
24.5,7.3,7.7,132,2.9,2,3,88,2013,73.27551449,2
24,6.4,7.3,76,1.7,0.62,199,788,2013,64.3612971,2
24.9,6,7.1,85,1.7,0.53,262,538,2013,64.14308493,2
24.3,6.3,7.1,69,1.3,0.57,248,593,2013,58.86257739,2
24.8,6.5,7.3,76,1.6,0.55,226,545,2013,63.53059681,2
26.4,6.7,6.6,60,1.2,0.34,228,435,2013,46.8691429,3
27,7,6.6,3544,1.5,0.37,208,435,2013,48.40924203,3
26.6,6.7,7.3,51,0.8,0.35,547,1567,2013,62.77839623,2
28.6,6.9,7.7,107,0.7,0.46,255,443,2013,61.19888899,2
28.8,6.7,7.9,173,0.9,0.56,191,426,2013,66.01077623,2
28,5.6,6.9,126,1.2,0.67,266,990,2013,58.38159942,2
27.4,7.3,7.4,70,0.8,0.31,2984,4208,2013,116.0664012,0
27.5,6.9,7.4,12754,0.8,0.29,1807,2557,2013,94.40412232,1
26.8,7.1,7.4,80,0.6,0.5,1921,2831,2013,91.48590841,1
30,7.2,6.9,62,1.3,0.11,33,150,2013,46.16000145,3
28.8,3.4,6.7,2965,2.3,1.11,271,1236,2013,76.06801913,1
27.4,6.1,7.2,15871,0.9,0.25,1667,2975,2013,93.34534464,1
24.8,6.4,7.2,120,1.9,0.77,258,618,2013,65.6882771,2
23.6,6.2,7.2,7448,2,1.01,184,483,2013,67.50895101,2
29.8,6.6,6.9,77,1.6,0.29,264,756,2013,56.96352319,2
30.2,6.8,7,72,1.7,0.2,249,785,2013,58.28648928,2
28.2,2.9,6.7,305,2.2,1.28,403,1623,2013,80.02398058,1
27.7,3,6.6,86,2,0.39,357,1319,2013,74.80752696,2
23.9,6.7,7.1,79,1.6,0.34,313,738,2013,61.0392829,2
27.8,6.1,7.8,2905,1.3,0.54,422,997,2013,76.5316713,1
26.4,6.9,7.4,112,0.5,0.35,50,67,2013,49.59634232,3
29.6,7,6.9,51,1.1,0.18,44,317,2013,45.6368487,3
27,3.1,7.2,1416,13.2,4.41,2992,19917,2013,246.94202,0
26.3,7,7.1,30,0.5,0.32,211,496,2013,47.53841536,3
30,6.1,7,59,1.8,0.58,89,282,2013,58.93132464,2
28,6,6.4,61,2.1,0.28,87,300,2013,51.57941159,2
30.1,6.3,7,105,2.8,0.37,142,543,2013,68.03703072,2
27.9,6.9,8.1,502,0.9,0.72,382,615,2013,72.87315565,2
27,5.9,6.7,14662,1.5,0.52,144,377,2013,56.47239855,2
26,7.8,6.8,49,1.4,0.3,122,319,2013,44.44467304,3
27.7,7.1,7.4,380,1,0.14,1527,66382,2013,100.3271684,0
27.1,7.3,7.2,67,0.9,0.38,6490,3471,2013,190.8070545,0
26.5,6.2,7.2,51,0.8,0.23,331,942,2013,58.52361101,2
28.5,7.2,6.8,69,1.2,0.45,706,941,2013,58.62483478,2
28.7,6.9,6.7,75,2.5,0.4,526,701,2013,65.80474899,2
25.7,6.3,7.4,113,0.6,0.88,98,128,2013,54.50045072,2
29.3,7.6,6.8,79,1.6,0.31,48,109,2013,45.50334029,3
27,7,7.2,57,0.6,0.46,2117,3558,2013,92.97710203,1
27.1,6.8,7.2,105,0.6,0.39,1200,2392,2013,73.41996261,2
30.3,6.3,6.7,2315,1.3,0.17,55,278,2013,48.03436406,3
30.4,6.4,6.9,18569,1,0.27,40,277,2013,51.62477043,2
26.2,6.6,7.3,45,0.6,0.39,228,940,2013,54.30429652,2
26.2,6.9,7.2,42,0.5,0.18,151,774,2013,48.47799565,3
25.1,6,7.3,92,1.7,0.56,256,597,2013,67.50028493,2
27.4,6.1,7.2,59,0.7,1.04,181,311,2013,54.75599797,2
28.1,4.5,6.9,1190,0.7,1.17,218,388,2013,58.34306261,2
28.3,4.2,7,69,0.6,1.04,240,420,2013,60.86953014,2
28.2,6,7,5569,2.2,0.68,473,1894,2013,73.01738493,2
27.2,7.3,7,34,1,0.27,234,927,2013,49.38368783,3
27.4,6.3,7,44,1.6,0.32,487,1876,2013,65.31350406,2
28.2,6.4,7.2,49,1.4,0.23,362,1357,2013,63.6485971,2
