Temp,DO,PH,CONDUCTIVITY,BOD,NITRATE_N_NITRITE_N,FECAL_COLIFORM,TOTAL_COLIFORM,year,WQI,quality
17,8,7.1,41,1.4,3.35,10,25,2012,46.4823258,3
24,7.9,7.3,93,1.7,5.02,295,418,2012,59.66999942,2
18,7.5,6.9,69,1.9,4.92,20,49,2012,50.24585391,0
18,7.9,7.2,46,1.7,2.72,20,45,2012,51.51263275,2
18,8,7.2,42,1.4,2.47,5,31,2012,48.01315246,3
25,7.7,7.1,101,1.5,3.42,16,43,2012,48.9682,3
19,7.2,7.1,49,1.6,2.86,17,40,2012,52.20760812,2
21,8.2,7.1,49,1.2,2.81,15,32,2012,43.80451188,3
21,7.8,7.1,58,1.5,2.97,19,43,2012,48.49475304,3
18,4.9,7.1,182,14.2,11.61,10417,15500,2012,409.0349348,0
19,2.5,7.1,382,37.2,11.81,53083,87167,2012,1582.928228,0
18,8,7,48,1.4,3.8,17,41,2012,44.9552858,3
24,8.4,7.1,48,1.2,3.08,18,45,2012,42.94079797,3
17,6.8,6.6,49,1.9,3.07,18,38,2012,48.15217594,3
18,2.1,7,286,45.6,10.61,51250,84500,2012,1616.225016,0
19,4,7.1,194,22.4,10.47,29500,45250,2012,914.1084174,0
24,7.7,7.2,107,6.6,3.02,285,425,2012,101.8359267,0
22,7.6,7.1,51,2,2.6,37,81,2012,54.24709362,2
20,7.7,7.1,46,1.6,3.93,8,22,2012,49.71564,3
20,7.7,7.1,49,1.9,3.89,11,26,2012,52.43470667,2
24,6.5,7.4,297,1,0.13,26,438,2012,55.51455681,2
24,6.3,7.5,287,0.9,0.14,5,204,2012,56.81084406,2
24,6.5,7.2,375,1.1,0.17,33,625,2012,53.14513014,2
24,6.9,6.9,349,1.1,0.18,38,503,2012,46.09181565,3
28,6.6,7.8,165,1.6,0.52,268,316,2012,72.62362986,2
28,6.4,8,155,3.9,0.5,512,516,2012,102.8494171,0
27,6.5,8,168,4.2,0.99,488,616,2012,104.5719635,0
29.1,6.7,7.7,218,5,1.31,233,465,2011,99.86065623,1
27,4.2,7.9,4909,18,7,233,465,2011,232.0899568,0
27.7,6.7,8.5,235,1.8965,3.1,233,465,2011,86.4759209,1
27.1,6.7,8.3,262,1.8965,0.52,233,465,2011,82.7277809,1
27.1,6.8,7.8,227,1.8965,0.52,233,465,2011,73.55899394,2
27.3,6.8,8.5,249,1.8965,0.11,233,465,2011,85.67100728,1
27,4.2,8.2,2754,42,0.52,233,465,2011,448.5633768,0
27.6,7.1,7.3,212,1.4,0.84,3,6,2011,53.88842174,2
28.2,5,8.3,12771,4.1,1.48,7,30,2011,108.1782812,0
28,6.7,8,304,1.5,0.18,1500,3550,2011,102.6614296,0
28.5,5.8,7.7,1315,2.5,0.22,1900,6800,2011,120.4170055,0
27,7.6,7.7,1291,10,0.34,23,77,2011,135.1945203,0
27,4.3,8.4,605,6.5,1.68,5,15,2011,131.8245365,0
26.7,3.7,8.2,600,4.3,1.66,6,20,2011,111.7845716,0
27,4.6,7.2,729,4,0.33,900,2300,2011,107.5811557,0
26.8,6.2,8.4,2670,1.3,0.24,233,465,2011,82.08814435,1
28.7,6.8,6.5,43,1.1,0.42,8,178,2011,38.85332261,3
29.3,6.6,7,59,1.1,0.27,8,113,2011,48.46831652,3
28.8,6,6.2,106,1.5,0.28,9,166,2011,41.05283159,3
28.3,5.9,6.6,516,1.1,0.18,8,169,2011,44.99494522,3
25.8,7.3,6.1,87,0.9,0.33,6,169,2011,27.68714783,3
28.3,7.3,5.9,74,1.5,0.22,8,163,2011,29.55434116,3
27.8,6.7,6.3,127,2,0.44,10,149,2011,43.88769623,3
26,6.8,6.2,226,1.6,0.18,9,151,2011,38.10150261,3
27.8,7.1,5.9,93,1.8,0.28,9,131,2011,33.19791507,3
26.3,7.4,6.2,76,1.3,0.41,11,133,2011,32.59176754,3
25.7,7.3,6.2,113,1.2,0.33,9,137,2011,32.14372783,3
29,7.3,5.9,100,1.3,0.27,6,173,2011,27.75312783,3
26.9,6,5.9,273,1.8,0.31,10,171,2011,38.56365159,3
27,6.1,6.5,201,2,0.43,9,149,2011,50.23930464,0
27.5,6.2,6.3,245,1.8,0.31,7,135,2011,44.46509768,3
28.3,7,6.5,75,0.9,0.22,7,166,2011,36.08118203,3
29,7.3,6,74,1.6,0.11,8,181,2011,32.16747449,3
28.2,7.1,7.9,108,3.3,0.42,65,137,2011,82.45344174,1
27,7.1,7.7,111,4.4,0.32,233,465,2011,92.49332841,1
27.4,7,8,129,3.5,0.49,40,105,2011,85.89366203,1
27.3,7,8,130,3.3,0.46,33,93,2011,83.96286203,1
28.5,5.7,7.4,2323,6.3,1.47,400,541,2011,115.1591391,0
28.4,5.9,7.6,462,4.9,2.47,23,63,2011,96.53921855,1
28.4,7,7.7,107,3.8,0.4,131,285,2011,85.37728203,1
28.9,6.2,7.4,299,5.1,0.95,209,401,2011,97.37727101,1
28.9,7.2,7.9,77,3.2,0.42,164,282,2011,83.30013478,1
27.9,6.8,7.8,350,2.6,1.99,2,72,2011,74.78259594,2
26.8,6.9,7.5,133,3.2,0.55,252,409,2011,79.79866899,1
27.2,6.9,7.5,143,3.4,0.54,149,307,2011,79.27143565,1
26.8,6.1,6.9,609,4.2,3.1,65,135,2011,78.27390464,1
26.9,6.8,7.4,129,3.2,0.86,51,133,2011,74.07394928,2
26.8,6.7,7.4,130,3.2,0.75,45,124,2011,74.40864957,2
26.9,6.6,7.4,130,5,0.74,67,158,2011,91.31592319,1
26.9,6.7,7.5,120,3.6,0.73,85,226,2011,80.5875029,1
26.2,7.1,7.9,139,3.2,0.45,74,147,2011,81.77944174,1
27.4,6,7.4,13925,59.1,3.08,4,116,2011,574.9848449,0
26.4,6.7,7.7,274,2.3,2.04,5,88,2011,70.93064957,2
26.7,6.3,7.9,326,2.5,2.32,2,71,2011,78.06941072,1
27.3,6.3,7.9,7392,2.4,6.41,4,71,2011,79.23010406,1
27.4,6.3,7.7,12051,4.4,5.37,4,102,2011,94.38019739,1
27.6,7,8.3,162,3.8,0.48,44,90,2011,93.8485287,1
27.5,7,8.3,212,3.6,0.44,47,90,2011,92.15105536,1
27.5,7.1,8.3,227,3.2,0.48,67,124,2011,88.58632174,1
26.9,6.8,8.2,314,4.3,0.45,28,69,2011,97.17264261,1
25.9,6.8,7.8,151,3.4,0.5,601,740,2011,95.04236928,1
25.9,7,7.8,123,3.4,0.44,42,100,2011,81.57277536,1
26,6.9,7.8,139,3.3,0.76,85,169,2011,82.17264899,1
26.9,6.8,8.2,313,4,0.49,49,99,2011,94.99189594,1
24.8,6.7,7.8,215,2.5,0.83,2,51,2011,74.21733623,2
26.2,6.7,7.8,204,2.5,0.77,2,68,2011,74.21209623,2
25.3,6.9,7.7,205,2.2,0.93,2,55,2011,68.87317565,2
26.6,7.1,6.9,72,0.5,0.25,278,641,2011,45.09951507,3
26.8,6.6,6.9,70,0.9,0.49,223,495,2011,49.82392986,3
26.6,6.9,7.1,52,0.8,0.18,46,520,2011,47.02341565,3
26.8,7.2,7,830,0.8,0.16,94,654,2011,45.10340812,3
29.3,6.3,6.9,95,1.3,0.99,750,1325,2011,66.69745739,2
25.4,7.2,7.4,164,0.9,0.46,1325,2225,2011,80.36960812,1
25.5,6.9,7.5,231,0.8,0.55,1000,1725,2011,75.39574899,0
26.6,6.5,6.9,101,1.3,0.47,468,1127,2011,59.40399014,2
24.7,7.1,7.1,64,0.6,0.4,283,646,2011,49.58295507,3
24.8,7.1,7.1,4600,0.6,0.35,229,538,2011,49.35824841,3
28,7.5,7.2,52,0.6,0.15,285,900,2011,49.46471391,3
27.4,2,6.8,265,2.4,2.3,1525,5425,2011,113.5955232,0
26,5.6,7,12769,1.2,0.41,725,1650,2011,73.15973275,2
27.4,7.1,7,90,0.6,0.64,338,625,2011,49.08979507,3
26.5,6.1,7,248,0.8,0.66,500,1150,2011,59.4037113,2
28.4,6,7,94,1.1,0.13,183,370,2011,55.27127159,2
28.8,6.5,7.5,76,0.8,0.08,275,585,2011,60.96131014,2
26.7,1.5,6.6,192,3.6,0.92,881,2978,2011,108.213678,0
26.4,2,6.8,79,2.4,0.2,456,1275,2011,88.78710319,1
26.5,7.2,7.1,52,0.6,0.15,298,687,2011,49.41241478,3
28,7.2,7.3,54,0.9,0.25,330,610,2011,56.24164812,2
28,0.8,7.1,1239,11.9,1.87,4250,11000,2011,270.2868333,0
27.9,6.4,6.5,58,1.3,0.34,255,960,2011,48.17336377,3
28.1,6.3,6.8,77,1.2,0.16,73,208,2011,48.77411072,3
28.6,5.4,6.6,80,1.6,0.27,335,775,2011,59.10032,2
25.3,5.8,7.8,666,1,0.24,993,1650,2011,87.55671217,1
28.3,6.6,7.2,12768,1.1,0.13,88,1412,2011,56.77476986,2
26.1,7.7,7.2,44,1,0.28,29,148,2011,46.23275333,3
24.3,7.1,7,27,0.4,0.11,73,218,2011,41.30154841,3
26,7.3,7.2,59,0.6,0.19,160,465,2011,47.57460116,3
28.5,7.8,7.1,119,0.7,0.87,875,1725,2011,60.48461304,2
26.6,7.3,7.1,54,1.3,0.41,415,913,2011,57.79201449,2
26.8,7,6.6,104,1.5,0.49,500,1000,2011,54.24306203,2
28,6,7.2,92,0.7,0.38,765,1390,2011,68.31596493,2
26.2,6.8,6.6,48,0.5,0.44,1225,2025,2011,62.58344928,2
26.5,7,7,56,1.1,0.43,768,1725,2011,63.71144203,2
29.3,6.7,6.9,2531,0.5,0.22,308,465,2011,48.1858429,3
29.3,6.2,7.2,15362,0.8,0.39,830,1303,2011,73.01684435,2
27,7.3,7.2,62,0.8,0.95,525,985,2011,57.60965449,2
27.3,7.6,7.2,59,0.6,0.65,463,1163,2011,53.03149362,2
27.9,6.4,6.8,83,0.5,0.42,175,575,2011,44.46131043,3
27.8,7,6.6,50,0.6,0.75,295,578,2011,41.6694687,3
27.8,6.7,6.8,76,1.2,1.21,310,625,2011,52.2937829,2
28.3,6.7,6.6,64,0.9,1.35,428,838,2011,48.83350957,3
27.5,5.6,6.9,943,1.5,0.4,655,1925,2011,69.99001942,2
26.3,7.4,7,38,0.9,0.26,386,1196,2011,51.43556754,2
27,6.7,6.9,43,1,0.3,1043,2750,2011,68.81942957,2
27.4,7.1,7.3,48,1.5,0.36,595,1775,2011,68.15744174,2
27,6.2,6.8,309,1.6,0.39,1129,2725,2011,76.76352435,1
27.4,5.2,6.8,61,1.8,0.33,1123,2650,2011,83.13457391,1
27.3,6.8,6.9,995,1.1,0.24,349,1258,2011,53.76078261,2
27,6.8,6.9,52,0.9,0.45,39,198,2011,44.72168261,3
27.8,6.2,6.6,44,0.7,0.21,715,1630,2011,55.85644435,2
28.4,4.5,6.5,77,1.1,0.34,400,2675,2011,59.12959594,2
28.8,7,7.4,69,1,0.12,230,660,2011,57.6151087,2
25.9,6.5,6.8,58,0.5,0.24,303,1026,2011,46.88306348,3
28,4.6,6.9,98,0.6,0.11,168,348,2011,55.50684232,2
28.5,6.6,7.3,12327,0.6,0.71,1326,2210,2011,81.58652319,1
28.8,7.1,7,51,1,0.78,750,1700,2011,61.97902174,2
27.6,6.2,7.5,371,1.1,1.62,3,528,2011,59.26970435,2
27.6,6.2,7.7,316,1.3,2.41,3,312,2011,64.53885768,2
28.3,7.3,7.1,241,2.9,1.17,100,185,2011,64.95778783,2
27.5,7.7,7.4,121,1.4,0.64,378,1255,2011,61.25829333,2
30.5,6.5,7.3,64,1,2.6,236,420,2011,58.63439014,2
29.5,6.9,7.4,57,1,1.28,46,409,2011,54.09876232,2
22.3,7.5,8,211,1.9,0.39,3005,6858,2011,136.3442939,0
22.3,7.2,8,263,3.7,0.63,6625,14725,2011,235.4915748,0
25,7,7.6,111,1.6,0.67,1081,2743,2011,85.73304203,1
25.9,7.5,7.9,205,1.5,1,1615,3542,2011,99.68434725,1
25.9,7.1,7.7,283,2.3,1.73,2882,6692,2011,134.0089684,0
24.8,7.4,8,263,1.7,0.65,3113,6617,2011,137.4286275,0
27.5,8.1,8,300,2.3,0.45,2272,4569,2011,120.3218322,0
28,7.8,8,13103,2.1,0.59,277,739,2011,77.89455971,1
25,7.4,8,207,1.5,0.53,1356,2872,2011,95.97918754,1
25.8,7.2,8,198,1.4,0.57,677,1850,2011,80.82781478,1
26.8,6.5,8.1,729,1,0.65,233,465,2011,72.39909014,2
31,3,8.1,1086,1.8965,0.1,233,465,2011,97.19135829,1
32,6.9,8.2,10910,1.8965,0.02,233,465,2011,82.31750032,1
31,6,8,17990,1.8965,0.07,233,465,2011,84.73834959,1
28.4,6.3,7.6,830,1.8,0.24,738,2020,2011,83.24285739,1
24,7.4,7.6,104,1.2,0.09,233,465,2011,60.96098087,2
27,6.9,7.8,440,3.4,1.21,233,465,2011,86.50918899,1
24.8,5.8,7.2,732,8.5,3.83,1089,4838,2011,146.7606988,0
25,5.4,7.3,809,10,4.2,4278,8975,2011,235.14348,0
25.8,3.5,7.4,1064,20,13.2,8000,14500,2011,419.0519322,0
26,4.8,7.4,1063,16,5.03,3138,8025,2011,267.6216284,0
23.4,5.6,7.5,1269,34.5,12.15,22000,60000,2011,858.3794061,0
24.3,5.4,7.4,1194,22,8.3,10000,35000,2011,475.8181467,0
17.7,6.1,6.8,780,14.7,0.52,233,465,2011,173.0248446,0
17,6.1,6.8,773,14.7,0.52,233,465,2011,173.0233046,0
17.3,6,7,820,15.3,0.52,233,465,2011,182.2979316,0
28,4.8,7.9,650,3.2,0.68,6,62,2011,91.46050841,1
32,5,7.3,390,2.8,0.14,4,20,2011,76.37185449,1
21.4,8.3,7.6,334,1,0.49,9,16,2011,49.90595159,3
22.3,8.2,7.7,316,1.2,0.48,11,20,2011,53.93346522,2
22.8,8.3,7.6,304,1.2,0.51,12,20,2011,51.73911826,2
21.8,5.5,7.6,743,7.6,1.02,81,166,2011,123.571713,0
26.9,5.1,7.8,657,1.7,0.26,6,23,2011,74.95028754,2
27.3,5.3,7.8,623,1.7,0.52,233,465,2011,79.12300029,1
19,8.7,7.1,252,4.9,0.52,233,10,2011,78.75872377,1
26,5.1,7.2,17,1,0.52,233,10,2011,63.2393542,2
19,10,7.4,157,0.6,0.52,233,5,2011,39.62699333,3
21.8,5.9,7,164,1.6,0.52,233,74,2011,61.27627855,2
22.3,6.1,7.3,141,1.4,0.52,233,63,2011,63.74422464,2
22.3,5.6,7.1,427,1.4,0.52,233,175,2011,62.76521942,2
22.3,4.7,7,527,1.9,0.52,233,42,2011,69.77774203,2
23,5.5,8.6,116,4.5,0.52,233,113,2011,116.6454464,0
23,6.8,6.8,160,1.5,0.52,233,23,2011,52.57719594,2
23,7,7.4,47,1,0.52,233,5,2011,57.57620203,2
23,7.3,7.8,116,1.2,0.52,233,10,2011,64.86362116,2
22,5.5,7.3,179,1.2,0.52,233,75,2011,64.87134638,2
22.3,4.7,7.4,220,1.6,0.52,233,140,2011,74.02016203,2
27,4.9,7,180,1.2,0.52,233,10,2011,62.53578812,2
30,5.8,7.8,367,6.2,0.52,233,95,2011,116.4138455,0
23,5.8,7.4,249,1,0.52,233,37,2011,63.40072551,2
23,6.2,6.9,182,2.1,0.52,233,8,2011,62.51245768,2
22.7,5.5,7.7,356,1.2,0.52,233,202,2011,71.88222638,2
23,5.1,6.9,190,2.3,0.52,233,33,2011,69.5820742,2
23.5,5.2,7.1,164,2.8,0.52,233,20,2011,76.99040725,1
23,4.6,7,188,2.8,0.52,233,18,2011,78.14576899,1
23.5,5.6,6.6,165,1.9,0.52,233,23,2011,58.42013942,2
23,1.9,6.8,484,15.3,0.52,233,1075,2011,198.6107768,0
23,2.5,7.1,424,16.7,0.52,233,682,2011,213.2253951,0
22.5,5.5,6.9,118,2.8,0.52,233,10,2011,72.06282638,2
23,6,7,100,4.2,0.52,233,10,2011,83.78223159,1
22.5,4.9,6.9,93,3.6,0.52,233,25,2011,82.02874812,1
20,4.8,7,167.1,2.8,0.52,233,465,2011,77.27733707,1
22.7,5.4,7.2,211,1.1,0.52,233,78,2011,62.73893333,2
26,6,7.5,231,1.1,0.52,233,10,2011,65.04985159,2
19,5.6,7.1,319,4.4,0.52,233,15,2011,89.26225942,1
22.5,5.7,6.9,261,2.3,0.52,233,53,2011,66.71557246,2
18.9,9.9,7.1,163,1,0.52,233,35,2011,38.44880029,3
21,6.1,7.6,163,4.5,0.52,233,25,2011,96.38990464,1
22.5,5.1,6.9,170,2.5,0.52,233,10,2011,71.3430142,2
23,3.8,7,192,3,0.52,233,23,2011,83.76684464,1
24.4,7.8,7.2,139,1.9,0.56,263,359,2011,58.98779971,2
21.8,6.5,3.1,489,6.1,0.52,32,47,2011,26.14321681,3
20.8,7.3,7,162,2.2,0.69,2085,2633,2011,101.3625878,0
25.2,7.8,7.1,136,1.9,0.52,303,409,2011,58.14176638,2
24,7.7,7.1,205,7,0.84,303,461,2011,103.82966,0
23.4,8.1,7.1,267,1,0.11,2,12,2011,41.97625884,3
23.4,8,7,278,1.1,0.11,3,18,2011,41.6323858,3
23.2,6.9,7.2,268,1.1,0.11,6,37,2011,50.46462232,0
23.3,6.8,7.1,286,1.3,0.11,8,29,2011,51.02650928,2
28.4,6.6,7.8,149,1.8,0.52,209,340,2011,73.09188986,2
28.6,6.3,8,164,3.4,0.3,380,528,2011,95.97005739,1
28.5,6.6,7.9,196,4.4,0.8,425,648,2011,102.7254032,0
30.2,5.8,7.8,378,1.8965,2.61,233,465,2010,78.63159017,1
29.7,6.6,7.7,489,1.8965,2.66,350,350,2010,75.63718119,0
30.1,6.6,7.4,492,1.8965,3.6,233,465,2010,67.97221452,2
30.3,6.2,7.8,359,1.8965,3.67,4,465,2010,71.75805568,2
29.8,5.8,7.7,8757,1.8965,10.45,4,4,2010,74.43382351,2
26,5.1,8.1,533,3.7,0.45,3900,7500,2010,185.5581209,0
27,7.1,8,555,2,0.35,7500,15000,2010,240.3558884,0
29.3,8.1,7.6,938,8.6,0.4,22,108,2010,118.5739055,0
28.4,6.2,7.8,7778,2.7,0.26,2880,6581,2010,145.035111,0
32,6.7,7.2,1440,46,0.2,80,330,2010,450.8491362,0
28.3,3.2,7.7,885,6.3,0.51,3900,9575,2010,211.310473,0
29.3,6.6,6.5,58,1.8,0.87,0,53,2010,45.86009652,3
28.8,6.6,6.6,145,1.5,0.65,4,98,2010,45.03388319,3
29,6.3,6.6,55,1.8,0.36,8,140,2010,49.17887739,3
28.8,6.4,6.4,188,2,0.44,15,153,2010,47.1917571,3
27.3,6.9,6.2,61,1.7,1.07,7,117,2010,38.51494232,3
28.3,7.2,6.1,62,2.6,0.92,8,123,2010,43.30972145,3
29,6.9,6.6,154,1.9,0.83,17,173,2010,47.45688232,3
27.6,7,6.3,742,1.6,0.42,8,139,2010,38.9903487,3
28.8,7.6,6.2,62,1.1,0.38,12,160,2010,29.88087362,3
28.3,7.1,6.2,69,1.4,0.56,7,141,2010,34.84844841,3
27.8,6.8,6,93,1.9,0.75,9,136,2010,37.31486261,3
28.5,7.1,6.2,89,1.4,0.68,6,119,2010,34.83902841,3
28.1,6.3,6.2,110,1.5,0.59,8,157,2010,39.62026406,3
29,6.2,7,77,1.8,0.46,11,173,2010,56.69329768,2
29.5,6.2,6.8,67,1.7,0.61,8,145,2010,52.27783768,2
30.2,6.9,6.5,62,1.4,0.6,10,107,2010,41.08027565,3
28.3,6.7,6.2,62,0.9,0.57,8,187,2010,32.37856957,3
28.7,6.8,7.9,119,3.5,0.58,286,517,2010,90.65471594,1
26,7,7.7,88,3.2,0.13,8,17,2010,77.25512203,1
27,6.9,7.3,70,3.4,0.19,233,465,2010,77.63626899,1
27,7.4,7.2,77,3,0.23,233,465,2010,69.95994754,2
24,7,7.4,3113,4,2.16,95,350,2010,82.0121287,1
32.1,5.5,8.1,363,8.4,2.15,16,69,2010,137.9154197,0
30.3,6.9,7.5,86,3.6,0.4,316,582,2010,84.76518899,1
30.1,6.4,7.4,621,37.8,1.79,413,728,2010,390.6185171,0
28.7,6.9,7.4,73,3.5,0.27,482,659,2010,85.81245565,1
29,3.4,7.4,17842,31.5,3.32,1767,1767,2010,383.3914058,0
28.5,7.4,8.1,254,2.2,0.15,3,75,2010,73.36374087,2
27.7,6.7,7.4,125,3.7,0.4,514,820,2010,89.3133029,1
28.6,6.6,7.5,129,3.9,0.4,129,381,2010,84.69658986,1
27.1,6.1,7.3,515,5.1,2.02,82,212,2010,93.43858464,1
27.1,6.6,7.4,122,3.6,0.46,172,361,2010,81.25590986,1
27,6.5,7.3,131,3.8,0.79,108,261,2010,80.37305681,1
26.8,6.7,7.3,130,3.4,0.57,133,318,2010,76.41084957,1
26.8,6.6,7.4,95,3.7,0.53,147,217,2010,81.55864319,1
26.4,6.8,7.7,143,3.6,0.43,38,109,2010,82.48623594,1
22.1,6.3,7.5,10825,2.9,1.93,5,101,2010,77.00625072,1
22.3,7.1,7.4,185,2.2,0.63,4,80,2010,62.71550174,2
22,6.7,7.5,1439,2.5,1.47,4,113,2010,69.40642957,2
22,6.6,7.5,185,2.4,0.3,6,113,2010,68.64271652,2
22,6.7,7.8,3521,2.4,1.02,3,90,2010,74.11090957,2
28.2,7.1,7.7,193,3.1,0.53,41,92,2010,76.70146841,1
28.2,7.1,7.9,175,3.1,0.47,31,86,2010,79.94062841,1
28.3,7.1,7.8,174,3.3,0.44,33,83,2010,80.01506841,1
27,7.2,7.5,308,4,0.15,233,465,2010,85.02419478,1
26.3,6.4,7.7,153,3.6,0.77,504,592,2010,94.8548171,1
26.1,7,7.7,111,3.4,0.42,179,359,2010,82.9166287,1
26,6.6,7.6,209,3.4,0.68,97,243,2010,81.31724319,1
27,7.5,8.2,296,3.5,0.14,233,465,2010,91.30320058,1
27.6,6.9,7.5,119,2.2,0.42,2,71,2010,65.33001565,2
27.6,6.8,7.7,116,2.3,1.33,3,74,2010,70.28989594,2
27.3,7,7.7,118,2.1,0.5,3,64,2010,67.46481536,2
27.4,5.2,6.6,453,1.5,0.38,644,4613,2010,66.94464058,2
27.3,7.2,6.8,35,1.1,0.24,513,3483,2010,54.00313478,2
26,7,7.1,62,0.5,0.44,385,617,2010,51.43059536,2
26.2,7,7.1,5228,0.6,0.34,240,455,2010,50.20124203,0
27.5,7.2,7,51,0.6,0.26,285,522,2010,47.36462145,3
28.1,6.7,6.9,62,1.2,0.46,385,2193,2010,55.9471629,2
28.2,6.5,6.5,118,1.1,0.52,610,3080,2010,54.26665681,2
27.6,0.6,7,1787,14.1,1.49,8542,17500,2010,385.3496206,0
28,6.6,6.8,49,0.9,0.56,448,913,2010,53.15542319,2
24.3,6.8,7.3,67,0.6,0.4,598,935,2010,61.52395594,2
25.8,7.3,7.4,104,0.6,0.44,245,430,2010,52.95463449,2
27.8,6.5,6.7,39,1.2,0.26,562,4823,2010,57.90071014,2
26.3,7.2,6.5,45,0.9,0.46,1225,1825,2010,62.42142812,2
28.5,7.4,6.9,65,0.9,0.56,575,1455,2010,53.97218754,2
29.3,6.5,6.5,60,1,1.62,420,900,2010,48.81036348,3
27.6,6.6,6.9,57,0.9,0.37,319,650,2010,51.96364986,2
28.1,7.1,7,84,1,0.66,985,1485,2010,67.11936174,2
27.8,7.5,6.8,56,1.3,0.6,178,540,2010,46.32329391,3
28.1,5.4,6.7,100,0.9,0.42,463,810,2010,57.49722,2
26.6,7,6.9,66,0.7,0.45,465,900,2010,51.5612287,2
27.8,7.1,6.9,75,0.6,0.73,300,583,2010,46.51129507,3
29.3,6.5,6.7,70,0.9,1.25,370,800,2010,50.23191014,0
28,6.7,6.6,102,0.8,0.12,295,900,2010,44.89652957,3
23.8,7.1,6.8,27,0.6,0.22,86,198,2010,39.89487507,3
26.3,6.9,7.1,46,0.5,0.33,225,373,2010,48.30645565,3
27.9,6.7,6.8,8291,1,0.53,108,250,2010,47.70963623,3
28.4,6.2,7,12342,1.4,0.27,670,1600,2010,70.70786435,2
27.1,7.5,7.3,53,0.8,0.31,1253,2225,2010,74.67312725,2
28.5,7.6,7.3,62,1,0.63,1175,2180,2010,74.26570696,2
28.1,2.2,6.4,625,2.3,1.29,1125,6505,2010,96.17052261,1
26.4,7.4,6.7,55,0.7,0.51,281,1088,2010,42.14398087,3
27.1,7,6.8,103,0.7,0.43,225,640,2010,44.46998203,3
26.9,5.3,6.9,109,1.3,0.66,305,685,2010,61.50002696,2
28.6,6.3,7,1392,0.7,0.85,230,535,2010,51.72649072,2
27.9,6.7,7,71,0.5,0.29,208,433,2010,47.17125623,3
28.4,6,6.4,57,1.4,0.61,193,303,2010,47.76147159,3
29,4.2,6.6,93,1.7,0.56,253,385,2010,63.89513014,2
28.8,5.1,6.7,88,1.9,0.63,405,713,2010,66.50966087,2
27.8,5.3,6.4,4912,1.1,0.11,345,788,2010,52.95281362,2
28.5,6.9,7,84,0.9,0.08,300,803,2010,51.84438232,2
26,2.8,7.4,18256,1.6,0.47,1050,2300,2010,105.6541675,0
26.5,5.3,7.2,9753,0.9,0.26,1600,2650,2010,94.29697362,1
28.4,6.5,5.8,67,0.4,0.54,123,520,2010,24.58332348,4
28.1,6.9,6.1,86,0.6,0.49,73,183,2010,28.45694899,3
26.8,7,6.6,59,0.8,0.42,123,418,2010,39.5693687,3
28.6,5.6,6.4,7904,1,0.4,165,278,2010,47.22409942,3
28.1,6.8,6,55,0.5,0.25,590,910,2010,37.86941594,3
29,6,5.9,105,1,0.63,73,195,2010,32.87765826,3
28.8,6.3,7,2759,1.4,0.22,963,1400,2010,74.54435072,2
28,6.5,7.6,312,1.1,2.41,3,354,2010,59.59755681,2
27.4,6.4,7.7,203,1.1,3.34,3,357,2010,61.89300377,2
28.8,7.3,7.3,308,4.2,2.43,116,185,2010,80.44348783,1
28,7.5,8.1,228,2.1,0.4,3390,5850,2010,148.1422672,0
27.3,7.7,8.1,243,1.6,0.71,1930,4450,2010,110.2172867,0
