DO,PH,CONDUCTIVITY,BOD,NITRATE_N_NITRITE_N,FECAL_COLIFORM,TOTAL_COLIFORM,WQI
7.5,6.3,52.0,1.7,0.82,7.0,21.0,37.3139872463768
6.4,6.9,61.0,2.6,3.88,227.0,538.0,66.30102376811594
7.5,7.1,39.0,1.4,2.88,12.0,22.0,48.87947391304348
8.0,7.1,41.0,1.4,3.35,10.0,25.0,46.48232579710144
7.9,7.3,93.0,1.7,5.02,295.0,418.0,59.669999420289855
7.5,6.9,69.0,1.9,4.92,20.0,49.0,50.24585391304348
7.9,7.2,46.0,1.7,2.72,20.0,45.0,51.5126327536232
8.0,7.2,42.0,1.4,2.47,5.0,31.0,48.01315246376812
7.7,7.1,101.0,1.5,3.42,16.0,43.0,48.96819999999999
7.2,7.1,49.0,1.6,2.86,17.0,40.0,52.20760811594203
8.2,7.1,49.0,1.2,2.81,15.0,32.0,43.804511884057966
7.8,7.1,58.0,1.5,2.97,19.0,43.0,48.494753043478255
4.9,7.1,182.0,14.2,11.61,10417.0,15500.0,409.03493478260873
2.5,7.1,382.0,37.2,11.81,53083.0,87167.0,1582.9282284057974
8.0,7.0,48.0,1.4,3.8,17.0,41.0,44.955285797101446
8.4,7.1,48.0,1.2,3.08,18.0,45.0,42.94079797101449
6.8,6.6,49.0,1.9,3.07,18.0,38.0,48.15217594202898
2.1,7.0,286.0,45.6,10.61,51250.0,84500.0,1616.225016231884
4.0,7.1,194.0,22.4,10.47,29500.0,45250.0,914.1084173913044
7.7,7.2,107.0,6.6,3.02,285.0,425.0,101.83592666666664
7.6,7.1,51.0,2.0,2.6,37.0,81.0,54.24709362318841
7.7,7.1,46.0,1.6,3.93,8.0,22.0,49.71564
7.7,7.1,49.0,1.9,3.89,11.0,26.0,52.43470666666665
6.5,7.4,297.0,1.0,0.13,26.0,438.0,55.51455681159419
6.3,7.5,287.0,0.9,0.14,5.0,204.0,56.81084405797102
6.5,7.2,375.0,1.1,0.17,33.0,625.0,53.14513014492754
6.9,6.9,349.0,1.1,0.18,38.0,503.0,46.09181565217391
6.6,7.8,165.0,1.6,0.1,268.0,316.0,72.57770985507244
6.4,8.0,155.0,3.9,0.5,512.0,516.0,102.84941710144926
6.5,8.0,168.0,4.2,0.99,488.0,616.0,104.57196347826088
6.7,7.7,218.0,5.0,1.31,4.0,10.0,94.69965623188406
4.2,7.9,4909.0,18.0,7.0,4.0,10.0,226.9289568115942
6.7,8.5,235.0,1.5,3.1,4.0,10.0,77.80510289855073
6.7,8.3,262.0,1.5,0.1,4.0,10.0,74.01104289855073
6.8,7.8,227.0,1.5,0.1,4.0,10.0,64.84225594202898
6.8,8.5,249.0,1.5,0.11,4.0,10.0,77.00018927536233
4.2,8.2,2754.0,42.0,0.1,4.0,10.0,443.35645681159417
7.1,7.3,212.0,1.4,0.84,3.0,6.0,53.88842173913042
5.0,8.3,12771.0,4.1,1.48,7.0,30.0,108.17828115942032
6.7,8.0,304.0,1.5,0.18,1500.0,3550.0,102.6614295652174
5.8,7.7,1315.0,2.5,0.22,1900.0,6800.0,120.41700550724636
7.6,7.7,1291.0,10.0,0.34,23.0,77.0,135.19452028985506
4.3,8.4,605.0,6.5,1.68,5.0,15.0,131.82453652173913
3.7,8.2,600.0,4.3,1.66,6.0,20.0,111.78457159420287
4.6,7.2,729.0,4.0,0.33,900.0,2300.0,107.58115565217392
6.2,8.4,2670.0,1.3,0.24,4.0,10.0,76.92714434782609
6.8,6.5,43.0,1.1,0.42,8.0,178.0,38.85332260869566
6.6,7.0,59.0,1.1,0.27,8.0,113.0,48.468316521739126
6.0,6.2,106.0,1.5,0.28,9.0,166.0,41.05283159420291
5.9,6.6,516.0,1.1,0.18,8.0,169.0,44.9949452173913
7.3,6.1,87.0,0.9,0.33,6.0,169.0,27.68714782608695
7.3,5.9,74.0,1.5,0.22,8.0,163.0,29.554341159420296
6.7,6.3,127.0,2.0,0.44,10.0,149.0,43.88769623188406
6.8,6.2,226.0,1.6,0.18,9.0,151.0,38.10150260869567
7.1,5.9,93.0,1.8,0.28,9.0,131.0,33.197915072463786
7.4,6.2,76.0,1.3,0.41,11.0,133.0,32.59176753623188
7.3,6.2,113.0,1.2,0.33,9.0,137.0,32.14372782608696
7.3,5.9,100.0,1.3,0.27,6.0,173.0,27.753127826086967
6.0,5.9,273.0,1.8,0.31,10.0,171.0,38.5636515942029
6.1,6.5,201.0,2.0,0.43,9.0,149.0,50.239304637681165
6.2,6.3,245.0,1.8,0.31,7.0,135.0,44.465097681159406
7.0,6.5,75.0,0.9,0.22,7.0,166.0,36.08118202898551
7.3,6.0,74.0,1.6,0.11,8.0,181.0,32.16747449275362
7.1,7.9,108.0,3.3,0.42,65.0,137.0,82.45344173913044
7.1,7.7,111.0,4.4,0.32,4.0,10.0,87.33232840579711
7.0,8.0,129.0,3.5,0.49,40.0,105.0,85.8936620289855
7.0,8.0,130.0,3.3,0.46,33.0,93.0,83.96286202898548
5.7,7.4,2323.0,6.3,1.47,400.0,541.0,115.1591391304348
5.9,7.6,462.0,4.9,2.47,23.0,63.0,96.53921855072464
7.0,7.7,107.0,3.8,0.4,131.0,285.0,85.3772820289855
6.2,7.4,299.0,5.1,0.95,209.0,401.0,97.37727101449276
7.2,7.9,77.0,3.2,0.42,164.0,282.0,83.30013478260868
6.8,7.8,350.0,2.6,1.99,2.0,72.0,74.78259594202899
6.9,7.5,133.0,3.2,0.55,252.0,409.0,79.79866898550725
6.9,7.5,143.0,3.4,0.54,149.0,307.0,79.2714356521739
6.1,6.9,609.0,4.2,3.1,65.0,135.0,78.27390463768116
6.8,7.4,129.0,3.2,0.86,51.0,133.0,74.07394927536231
6.7,7.4,130.0,3.2,0.75,45.0,124.0,74.40864956521739
6.6,7.4,130.0,5.0,0.74,67.0,158.0,91.3159231884058
6.7,7.5,120.0,3.6,0.73,85.0,226.0,80.58750289855072
7.1,7.9,139.0,3.2,0.45,74.0,147.0,81.77944173913046
6.0,7.4,13925.0,59.1,3.08,4.0,116.0,574.9848449275362
6.7,7.7,274.0,2.3,2.04,5.0,88.0,70.93064956521741
6.3,7.9,326.0,2.5,2.32,2.0,71.0,78.06941072463769
6.3,7.9,7392.0,2.4,6.41,4.0,71.0,79.23010405797103
6.3,7.7,12051.0,4.4,5.37,4.0,102.0,94.38019739130436
7.0,8.3,162.0,3.8,0.48,44.0,90.0,93.8485286956522
7.0,8.3,212.0,3.6,0.44,47.0,90.0,92.15105536231886
7.1,8.3,227.0,3.2,0.48,67.0,124.0,88.58632173913045
6.8,8.2,314.0,4.3,0.45,28.0,69.0,97.17264260869564
6.8,7.8,151.0,3.4,0.5,601.0,740.0,95.04236927536232
7.0,7.8,123.0,3.4,0.44,42.0,100.0,81.57277536231885
6.9,7.8,139.0,3.3,0.76,85.0,169.0,82.17264898550725
6.8,8.2,313.0,4.0,0.49,49.0,99.0,94.99189594202898
6.7,7.8,215.0,2.5,0.83,2.0,51.0,74.21733623188405
6.7,7.8,204.0,2.5,0.77,2.0,68.0,74.21209623188406
6.9,7.7,205.0,2.2,0.93,2.0,55.0,68.87317565217393
7.1,6.9,72.0,0.5,0.25,278.0,641.0,45.09951507246377
6.6,6.9,70.0,0.9,0.49,223.0,495.0,49.823929855072464
6.9,7.1,52.0,0.8,0.18,46.0,520.0,47.02341565217391
7.2,7.0,830.0,0.8,0.16,94.0,654.0,45.10340811594203
6.3,6.9,95.0,1.3,0.99,750.0,1325.0,66.69745739130435
7.2,7.4,164.0,0.9,0.46,1325.0,2225.0,80.36960811594204
6.9,7.5,231.0,0.8,0.55,1000.0,1725.0,75.39574898550724
6.5,6.9,101.0,1.3,0.47,468.0,1127.0,59.40399014492753
7.1,7.1,64.0,0.6,0.4,283.0,646.0,49.58295507246377
7.1,7.1,4600.0,0.6,0.35,229.0,538.0,49.35824840579711
7.5,7.2,52.0,0.6,0.15,285.0,900.0,49.46471391304348
2.0,6.8,265.0,2.4,2.3,1525.0,5425.0,113.5955231884058
5.6,7.0,12769.0,1.2,0.41,725.0,1650.0,73.15973275362319
7.1,7.0,90.0,0.6,0.64,338.0,625.0,49.089795072463765
6.1,7.0,248.0,0.8,0.66,500.0,1150.0,59.40371130434782
6.0,7.0,94.0,1.1,0.13,183.0,370.0,55.2712715942029
6.5,7.5,76.0,0.8,0.08,275.0,585.0,60.96131014492754
1.5,6.6,192.0,3.6,0.92,881.0,2978.0,108.21367797101448
2.0,6.8,79.0,2.4,0.2,456.0,1275.0,88.78710318840581
7.2,7.1,52.0,0.6,0.15,298.0,687.0,49.412414782608685
7.2,7.3,54.0,0.9,0.25,330.0,610.0,56.24164811594202
0.8,7.1,1239.0,11.9,1.87,4250.0,11000.0,270.28683333333333
6.4,6.5,58.0,1.3,0.34,255.0,960.0,48.17336376811594
6.3,6.8,77.0,1.2,0.16,73.0,208.0,48.77411072463769
5.4,6.6,80.0,1.6,0.27,335.0,775.0,59.10031999999999
5.8,7.8,666.0,1.0,0.24,993.0,1650.0,87.55671217391306
6.6,7.2,12768.0,1.1,0.13,88.0,1412.0,56.77476985507246
7.7,7.2,44.0,1.0,0.28,29.0,148.0,46.23275333333334
7.1,7.0,27.0,0.4,0.11,73.0,218.0,41.30154840579711
7.3,7.2,59.0,0.6,0.19,160.0,465.0,47.57460115942029
7.8,7.1,119.0,0.7,0.87,875.0,1725.0,60.484613043478255
7.3,7.1,54.0,1.3,0.41,415.0,913.0,57.79201449275362
7.0,6.6,104.0,1.5,0.49,500.0,1000.0,54.24306202898551
6.0,7.2,92.0,0.7,0.38,765.0,1390.0,68.31596492753624
6.8,6.6,48.0,0.5,0.44,1225.0,2025.0,62.583449275362334
7.0,7.0,56.0,1.1,0.43,768.0,1725.0,63.71144202898551
6.7,6.9,2531.0,0.5,0.22,308.0,465.0,48.18584289855074
6.2,7.2,15362.0,0.8,0.39,830.0,1303.0,73.01684434782608
7.3,7.2,62.0,0.8,0.95,525.0,985.0,57.609654492753634
7.6,7.2,59.0,0.6,0.65,463.0,1163.0,53.03149362318841
6.4,6.8,83.0,0.5,0.42,175.0,575.0,44.46131043478261
7.0,6.6,50.0,0.6,0.75,295.0,578.0,41.66946869565217
6.7,6.8,76.0,1.2,1.21,310.0,625.0,52.29378289855073
6.7,6.6,64.0,0.9,1.35,428.0,838.0,48.83350956521738
5.6,6.9,943.0,1.5,0.4,655.0,1925.0,69.99001942028987
7.4,7.0,38.0,0.9,0.26,386.0,1196.0,51.435567536231886
6.7,6.9,43.0,1.0,0.3,1043.0,2750.0,68.8194295652174
7.1,7.3,48.0,1.5,0.36,595.0,1775.0,68.15744173913043
6.2,6.8,309.0,1.6,0.39,1129.0,2725.0,76.76352434782608
5.2,6.8,61.0,1.8,0.33,1123.0,2650.0,83.13457391304347
6.8,6.9,995.0,1.1,0.24,349.0,1258.0,53.76078260869566
6.8,6.9,52.0,0.9,0.45,39.0,198.0,44.72168260869566
6.2,6.6,44.0,0.7,0.21,715.0,1630.0,55.85644434782608
4.5,6.5,77.0,1.1,0.34,400.0,2675.0,59.12959594202899
7.0,7.4,69.0,1.0,0.12,230.0,660.0,57.61510869565218
6.5,6.8,58.0,0.5,0.24,303.0,1026.0,46.88306347826087
4.6,6.9,98.0,0.6,0.11,168.0,348.0,55.50684231884059
6.6,7.3,12327.0,0.6,0.71,1326.0,2210.0,81.58652318840579
7.1,7.0,51.0,1.0,0.78,750.0,1700.0,61.97902173913044
6.2,7.5,371.0,1.1,1.62,3.0,528.0,59.269704347826085
6.2,7.7,316.0,1.3,2.41,3.0,312.0,64.53885768115941
7.3,7.1,241.0,2.9,1.17,100.0,185.0,64.95778782608694
7.7,7.4,121.0,1.4,0.64,378.0,1255.0,61.25829333333334
6.5,7.3,64.0,1.0,2.6,236.0,420.0,58.63439014492753
6.9,7.4,57.0,1.0,1.28,46.0,409.0,54.09876231884058
7.5,8.0,211.0,1.9,0.39,3005.0,6858.0,136.3442939130435
7.2,8.0,263.0,3.7,0.63,6625.0,14725.0,235.4915747826087
7.0,7.6,111.0,1.6,0.67,1081.0,2743.0,85.7330420289855
7.5,7.9,205.0,1.5,1.0,1615.0,3542.0,99.68434724637682
7.1,7.7,283.0,2.3,1.73,2882.0,6692.0,134.0089684057971
7.4,8.0,263.0,1.7,0.65,3113.0,6617.0,137.4286275362319
8.1,8.0,300.0,2.3,0.45,2272.0,4569.0,120.32183217391304
7.8,8.0,13103.0,2.1,0.59,277.0,739.0,77.89455971014495
7.4,8.0,207.0,1.5,0.53,1356.0,2872.0,95.97918753623188
7.2,8.0,198.0,1.4,0.57,677.0,1850.0,80.82781478260868
6.5,8.1,729.0,1.0,0.65,4.0,10.0,67.23809014492753
3.0,8.1,1086.0,1.5,0.1,4.0,10.0,88.52054028985506
6.9,8.2,10910.0,1.5,0.02,4.0,10.0,73.64668231884055
6.0,8.0,17990.0,1.5,0.07,4.0,10.0,76.0675315942029
6.3,7.6,830.0,1.8,0.24,738.0,2020.0,83.24285739130437
7.4,7.6,104.0,1.2,0.09,4.0,10.0,55.79998086956521
6.9,7.8,440.0,3.4,1.21,4.0,10.0,81.34818898550724
5.8,7.2,732.0,8.5,3.83,1089.0,4838.0,146.76069884057972
5.4,7.3,809.0,10.0,4.2,4278.0,8975.0,235.14348
3.5,7.4,1064.0,20.0,13.2,8000.0,14500.0,419.051932173913
4.8,7.4,1063.0,16.0,5.03,3138.0,8025.0,267.6216284057971
5.6,7.5,1269.0,34.5,12.15,22000.0,60000.0,858.3794060869566
5.4,7.4,1194.0,22.0,8.3,10000.0,35000.0,475.8181466666667
6.1,6.8,780.0,14.7,0.1,4.0,10.0,167.81792463768116
6.1,6.8,773.0,14.7,0.1,4.0,10.0,167.81638463768115
6.0,7.0,820.0,15.3,0.1,4.0,10.0,177.09101159420288
4.8,7.9,650.0,3.2,0.68,6.0,62.0,91.4605084057971
5.0,7.3,390.0,2.8,0.14,4.0,20.0,76.37185449275361
8.3,7.6,334.0,1.0,0.49,9.0,16.0,49.90595159420289
8.2,7.7,316.0,1.2,0.48,11.0,20.0,53.93346521739131
8.3,7.6,304.0,1.2,0.51,12.0,20.0,51.739118260869546
5.5,7.6,743.0,7.6,1.02,81.0,166.0,123.57171304347824
5.1,7.8,657.0,1.7,0.26,6.0,23.0,74.95028753623187
5.3,7.8,623.0,1.7,0.1,4.0,10.0,73.91608028985506
8.7,7.1,252.0,4.9,0.1,4.0,10.0,73.65190376811594
5.1,7.2,17.0,1.0,0.1,4.0,10.0,58.13253420289856
10.0,7.4,157.0,0.6,0.1,4.0,5.0,34.52017333333334
5.9,7.0,164.0,1.6,0.1,4.0,74.0,56.16945855072464
6.1,7.3,141.0,1.4,0.1,4.0,63.0,58.63740463768115
5.6,7.1,427.0,1.4,0.1,4.0,175.0,57.658399420289854
4.7,7.0,527.0,1.9,0.1,4.0,42.0,64.6709220289855
5.5,8.6,116.0,4.5,0.1,4.0,113.0,111.53862637681158
6.8,6.8,160.0,1.5,0.1,4.0,23.0,47.470375942028994
7.0,7.4,47.0,1.0,0.1,4.0,5.0,52.46938202898552
7.3,7.8,116.0,1.2,0.1,4.0,10.0,59.75680115942029
5.5,7.3,179.0,1.2,0.1,4.0,75.0,59.7645263768116
4.7,7.4,220.0,1.6,0.1,4.0,140.0,68.9133420289855
4.9,7.0,180.0,1.2,0.1,4.0,10.0,57.428968115942034
5.8,7.8,367.0,6.2,0.1,4.0,95.0,111.30702550724637
5.8,7.4,249.0,1.0,0.1,4.0,37.0,58.29390550724639
6.2,6.9,182.0,2.1,0.1,4.0,8.0,57.40563768115941
5.5,7.7,356.0,1.2,0.1,4.0,202.0,66.77540637681159
5.1,6.9,190.0,2.3,0.1,4.0,33.0,64.47525420289854
5.2,7.1,164.0,2.8,0.1,4.0,20.0,71.88358724637679
4.6,7.0,188.0,2.8,0.1,4.0,18.0,73.03894898550725
5.6,6.6,165.0,1.9,0.1,4.0,23.0,53.31331942028984
1.9,6.8,484.0,15.3,0.1,4.0,1075.0,193.5039568115942
2.5,7.1,424.0,16.7,0.1,4.0,682.0,208.11857507246373
5.5,6.9,118.0,2.8,0.1,4.0,10.0,66.95600637681159
6.0,7.0,100.0,4.2,0.1,4.0,10.0,78.6754115942029
4.9,6.9,93.0,3.6,0.1,4.0,25.0,76.92192811594202
4.8,7.0,167.1,2.8,0.1,4.0,10.0,72.07041707246375
5.4,7.2,211.0,1.1,0.1,4.0,78.0,57.63211333333333
6.0,7.5,231.0,1.1,0.1,4.0,10.0,59.94303159420291
5.6,7.1,319.0,4.4,0.1,4.0,15.0,84.15543942028985
5.7,6.9,261.0,2.3,0.1,4.0,53.0,61.60875246376812
9.9,7.1,163.0,1.0,0.1,4.0,35.0,33.34198028985506
6.1,7.6,163.0,4.5,0.1,4.0,25.0,91.28308463768111
5.1,6.9,170.0,2.5,0.1,4.0,10.0,66.23619420289855
3.8,7.0,192.0,3.0,0.1,4.0,23.0,78.66002463768115
7.8,7.2,139.0,1.9,0.56,263.0,359.0,58.98779971014493
6.5,3.1,489.0,6.1,0.52,32.0,47.0,26.14321681159419
7.3,7.0,162.0,2.2,0.69,2085.0,2633.0,101.36258782608698
7.8,7.1,136.0,1.9,0.52,303.0,409.0,58.1417663768116
7.7,7.1,205.0,7.0,0.84,303.0,461.0,103.82966
8.1,7.1,267.0,1.0,0.11,2.0,12.0,41.9762588405797
8.0,7.0,278.0,1.1,0.11,3.0,18.0,41.63238579710145
6.9,7.2,268.0,1.1,0.11,6.0,37.0,50.46462231884057
6.8,7.1,286.0,1.3,0.11,8.0,29.0,51.02650927536232
6.6,7.8,149.0,1.8,0.1,209.0,340.0,73.04596985507246
6.3,8.0,164.0,3.4,0.3,380.0,528.0,95.97005739130434
6.6,7.9,196.0,4.4,0.8,425.0,648.0,102.72540318840582
5.8,7.8,378.0,1.5,2.61,4.0,10.0,69.96077217391304
6.6,7.7,489.0,1.5,2.66,350.0,350.0,72.1273631884058
6.6,7.4,492.0,1.5,3.6,4.0,10.0,59.301396521739136
6.2,7.8,359.0,1.5,3.67,4.0,10.0,68.14813768115941
5.8,7.7,8757.0,1.5,10.45,4.0,4.0,70.92400550724639
5.1,8.1,533.0,3.7,0.45,3900.0,7500.0,185.55812086956524
7.1,8.0,555.0,2.0,0.35,7500.0,15000.0,240.35588840579717
8.1,7.6,938.0,8.6,0.4,22.0,108.0,118.57390550724637
6.2,7.8,7778.0,2.7,0.26,2880.0,6581.0,145.03511101449274
6.8,7.2,1440.0,46.0,0.2,80.0,330.0,450.36804927536224
3.2,7.7,885.0,6.3,0.51,3900.0,9575.0,211.31047304347828
6.6,6.5,58.0,1.8,0.87,0.0,53.0,45.86009652173913
6.6,6.6,145.0,1.5,0.65,4.0,98.0,45.0338831884058
6.3,6.6,55.0,1.8,0.36,8.0,140.0,49.17887739130435
6.4,6.4,188.0,2.0,0.44,15.0,153.0,47.19175710144928
6.9,6.2,61.0,1.7,1.07,7.0,117.0,38.514942318840575
7.2,6.1,62.0,2.6,0.92,8.0,123.0,43.30972144927535
6.9,6.6,154.0,1.9,0.83,17.0,173.0,47.45688231884057
7.0,6.3,742.0,1.6,0.42,8.0,139.0,38.990348695652166
7.6,6.2,62.0,1.1,0.38,12.0,160.0,29.88087362318841
7.1,6.2,69.0,1.4,0.56,7.0,141.0,34.84844840579711
6.8,6.0,93.0,1.9,0.75,9.0,136.0,37.314862608695655
7.1,6.2,89.0,1.4,0.68,6.0,119.0,34.839028405797094
6.3,6.2,110.0,1.5,0.59,8.0,157.0,39.62026405797102
6.2,7.0,77.0,1.8,0.46,11.0,173.0,56.69329768115941
6.2,6.8,67.0,1.7,0.61,8.0,145.0,52.27783768115942
6.9,6.5,62.0,1.4,0.6,10.0,107.0,41.0802756521739
6.7,6.2,62.0,0.9,0.57,8.0,187.0,32.3785695652174
6.8,7.9,119.0,3.5,0.58,286.0,517.0,90.654715942029
7.0,7.7,88.0,3.2,0.13,8.0,17.0,77.2551220289855
6.9,7.3,70.0,3.4,0.19,4.0,10.0,72.47526898550724
7.4,7.2,77.0,3.0,0.23,4.0,10.0,64.79894753623188
7.0,7.4,3113.0,4.0,2.16,95.0,350.0,82.01212869565218
5.5,8.1,363.0,8.4,2.15,16.0,69.0,137.9154197101449
6.9,7.5,86.0,3.6,0.4,316.0,582.0,84.76518898550724
6.4,7.4,621.0,37.8,1.79,413.0,728.0,390.6185171014493
6.9,7.4,73.0,3.5,0.27,482.0,659.0,85.81245565217392
3.4,7.4,17842.0,31.5,3.32,1767.0,1767.0,383.3914057971015
7.4,8.1,254.0,2.2,0.15,3.0,75.0,73.3637408695652
6.7,7.4,125.0,3.7,0.4,514.0,820.0,89.31330289855073
6.6,7.5,129.0,3.9,0.4,129.0,381.0,84.69658985507246
6.1,7.3,515.0,5.1,2.02,82.0,212.0,93.43858463768116
6.6,7.4,122.0,3.6,0.46,172.0,361.0,81.25590985507246
6.5,7.3,131.0,3.8,0.79,108.0,261.0,80.37305681159418
6.7,7.3,130.0,3.4,0.57,133.0,318.0,76.41084956521739
6.6,7.4,95.0,3.7,0.53,147.0,217.0,81.5586431884058
6.8,7.7,143.0,3.6,0.43,38.0,109.0,82.486235942029
6.3,7.5,10825.0,2.9,1.93,5.0,101.0,77.00625072463768
7.1,7.4,185.0,2.2,0.63,4.0,80.0,62.715501739130445
6.7,7.5,1439.0,2.5,1.47,4.0,113.0,69.4064295652174
6.6,7.5,185.0,2.4,0.3,6.0,113.0,68.64271652173912
6.7,7.8,3521.0,2.4,1.02,3.0,90.0,74.11090956521738
7.1,7.7,193.0,3.1,0.53,41.0,92.0,76.7014684057971
7.1,7.9,175.0,3.1,0.47,31.0,86.0,79.94062840579711
7.1,7.8,174.0,3.3,0.44,33.0,83.0,80.0150684057971
7.2,7.5,308.0,4.0,0.15,4.0,10.0,79.8631947826087
6.4,7.7,153.0,3.6,0.77,504.0,592.0,94.85481710144929
7.0,7.7,111.0,3.4,0.42,179.0,359.0,82.91662869565216
6.6,7.6,209.0,3.4,0.68,97.0,243.0,81.3172431884058
7.5,8.2,296.0,3.5,0.14,4.0,10.0,86.14220057971012
6.9,7.5,119.0,2.2,0.42,2.0,71.0,65.3300156521739
6.8,7.7,116.0,2.3,1.33,3.0,74.0,70.28989594202899
7.0,7.7,118.0,2.1,0.5,3.0,64.0,67.46481536231884
5.2,6.6,453.0,1.5,0.38,644.0,4613.0,66.94464057971012
7.2,6.8,35.0,1.1,0.24,513.0,3483.0,54.0031347826087
7.0,7.1,62.0,0.5,0.44,385.0,617.0,51.43059536231884
7.0,7.1,5228.0,0.6,0.34,240.0,455.0,50.201242028985504
7.2,7.0,51.0,0.6,0.26,285.0,522.0,47.36462144927536
6.7,6.9,62.0,1.2,0.46,385.0,2193.0,55.94716289855074
6.5,6.5,118.0,1.1,0.52,610.0,3080.0,54.26665681159421
0.6,7.0,1787.0,14.1,1.49,8542.0,17500.0,385.3496205797102
6.6,6.8,49.0,0.9,0.56,448.0,913.0,53.1554231884058
6.8,7.3,67.0,0.6,0.4,598.0,935.0,61.523955942029
7.3,7.4,104.0,0.6,0.44,245.0,430.0,52.95463449275364
6.5,6.7,39.0,1.2,0.26,562.0,4823.0,57.90071014492754
7.2,6.5,45.0,0.9,0.46,1225.0,1825.0,62.42142811594204
7.4,6.9,65.0,0.9,0.56,575.0,1455.0,53.972187536231885
6.5,6.5,60.0,1.0,1.62,420.0,900.0,48.81036347826088
6.6,6.9,57.0,0.9,0.37,319.0,650.0,51.96364985507247
7.1,7.0,84.0,1.0,0.66,985.0,1485.0,67.11936173913044
7.5,6.8,56.0,1.3,0.6,178.0,540.0,46.32329391304348
5.4,6.7,100.0,0.9,0.42,463.0,810.0,57.49722
7.0,6.9,66.0,0.7,0.45,465.0,900.0,51.56122869565217
7.1,6.9,75.0,0.6,0.73,300.0,583.0,46.511295072463774
6.5,6.7,70.0,0.9,1.25,370.0,800.0,50.23191014492753
6.7,6.6,102.0,0.8,0.12,295.0,900.0,44.89652956521739
7.1,6.8,27.0,0.6,0.22,86.0,198.0,39.89487507246377
6.9,7.1,46.0,0.5,0.33,225.0,373.0,48.30645565217391
6.7,6.8,8291.0,1.0,0.53,108.0,250.0,47.70963623188406
6.2,7.0,12342.0,1.4,0.27,670.0,1600.0,70.70786434782607
7.5,7.3,53.0,0.8,0.31,1253.0,2225.0,74.67312724637682
7.6,7.3,62.0,1.0,0.63,1175.0,2180.0,74.26570695652174
2.2,6.4,625.0,2.3,1.29,1125.0,6505.0,96.17052260869566
7.4,6.7,55.0,0.7,0.51,281.0,1088.0,42.14398086956522
7.0,6.8,103.0,0.7,0.43,225.0,640.0,44.4699820289855
5.3,6.9,109.0,1.3,0.66,305.0,685.0,61.50002695652174
6.3,7.0,1392.0,0.7,0.85,230.0,535.0,51.726490724637685
6.7,7.0,71.0,0.5,0.29,208.0,433.0,47.17125623188407
6.0,6.4,57.0,1.4,0.61,193.0,303.0,47.7614715942029
4.2,6.6,93.0,1.7,0.56,253.0,385.0,63.89513014492753
5.1,6.7,88.0,1.9,0.63,405.0,713.0,66.50966086956521
5.3,6.4,4912.0,1.1,0.11,345.0,788.0,52.95281362318841
6.9,7.0,84.0,0.9,0.08,300.0,803.0,51.84438231884057
2.8,7.4,18256.0,1.6,0.47,1050.0,2300.0,105.65416753623192
5.3,7.2,9753.0,0.9,0.26,1600.0,2650.0,94.2969736231884
6.5,5.8,67.0,0.4,0.54,123.0,520.0,24.583323478260866
6.9,6.1,86.0,0.6,0.49,73.0,183.0,28.45694898550724
7.0,6.6,59.0,0.8,0.42,123.0,418.0,39.569368695652166
5.6,6.4,7904.0,1.0,0.4,165.0,278.0,47.22409942028988
6.8,6.0,55.0,0.5,0.25,590.0,910.0,37.869415942029
6.0,5.9,105.0,1.0,0.63,73.0,195.0,32.87765826086958
6.3,7.0,2759.0,1.4,0.22,963.0,1400.0,74.5443507246377
6.5,7.6,312.0,1.1,2.41,3.0,354.0,59.5975568115942
6.4,7.7,203.0,1.1,3.34,3.0,357.0,61.89300376811593
7.3,7.3,308.0,4.2,2.43,116.0,185.0,80.44348782608697
7.5,8.1,228.0,2.1,0.4,3390.0,5850.0,148.1422672463768
7.7,8.1,243.0,1.6,0.71,1930.0,4450.0,110.21728666666668
7.6,7.9,191.0,1.4,0.13,1188.0,1985.0,88.44062028985509
